5,1,0.123,-0.0027524,0.047,0.0483,NaN,NaN,-0.16727,-0.98591,4.9524,0.00021636,NaN,NaN,NaN
5,1,0.1691,-0.0033524,0.0461,0.0455,-0.43439,-0.70063,-0.43323,-0.90128,-21.177,-0.00081654,0.0526,-0.0041,-0.0065
5,1,0.2151,-0.0032524,0.046,0.0461,-1.3058,-1.5887,-0.66498,-0.74686,-3.1288,-0.00017901,0.0519,-0.0107,-0.013
5,1,0.2592,-0.0014524,0.0441,0.0459,-2.3366,-2.3974,-0.83894,-0.54422,2.3601,0.00063827,0.0422,-0.0185,-0.019
5,1,0.3066,-0.0033524,0.0474,0.0455,-2.4009,-2.7442,-0.95894,-0.28361,-9.7738,-0.0008812,0.0414,-0.0133,-0.0157
5,1,0.3533,-0.0030524,0.0467,0.047,-0.94612,-1.1941,-0.99999,-0.0039034,-8.6403,-7.9687e-05,0.0484,-0.008,-0.0101
5,1,0.3988,-0.0021524,0.0455,0.0464,-1.4656,-1.6267,-0.96311,0.2691,-2.6449,-0.00058609,0.0431,-0.0109,-0.0121
5,1,0.4458,-0.0011524,0.047,0.048,-1.0289,-1.0591,-0.84835,0.52944,-14.882,-0.0011956,0.0614,-0.007,-0.0072
5,1,0.4944,-0.0013524,0.0486,0.0484,-1.9008,-1.9368,-0.65763,0.75334,5.4096,-0.00034818,0.066,-0.0198,-0.0202
5,1,0.5392,0.0060476,0.0448,0.0522,NaN,NaN,-0.43096,0.90237,-3.5632,-0.00060809,NaN,NaN,NaN
5,1,0.5883,-0.00035238,0.0491,0.0427,NaN,NaN,-0.14679,0.98917,-13.635,-0.0013931,NaN,NaN,NaN
5,1,0.6346,0.0052476,0.0463,0.0519,-2.1583,-1.7876,0.1335,0.99105,-2.4089,-0.00045211,0.067,-0.024,-0.0178
5,1,0.6816,0.0018476,0.047,0.0436,NaN,NaN,0.40719,0.91334,-11.179,-0.0015361,NaN,NaN,NaN
5,1,0.7282,0.0048476,0.0466,0.0496,NaN,NaN,0.64607,0.76328,-9.5429,-0.0007593,NaN,NaN,NaN
5,1,0.7758,0.0019476,0.0476,0.0447,2.748,2.9419,0.83687,0.5474,-8.1877,-0.0014016,0.0434,-0.0344,-0.0315
