2,1,3.7119,0.0025658,0.0496,0.0523,-2.3899,-2.7144,-0.97923,0.20277,-1.5655,0.00018096,0.0556,-0.0178,-0.0201
2,1,3.764,0.00086583,0.0521,0.0504,-2.3004,-2.7265,-0.86735,0.4977,4.5441,5.1024e-05,0.0463,-0.0213,-0.0253
2,1,3.8129,0.0025658,0.0489,0.0506,-2.7244,-3.0528,-0.6835,0.72995,-3.119,3.8358e-05,0.0549,-0.0187,-0.021
2,1,3.8642,0.0023658,0.0513,0.0511,-2.1581,-2.4351,-0.42653,0.90447,NaN,6.4974e-05,0.0486,-0.0223,-0.0248
2,1,4.0175,-0.00073417,0.0512,0.0518,-2.6391,3.0398,0.47184,0.88168,-0.77388,-7.5163e-05,0.0474,-0.0219,-0.0275
2,1,4.0673,-0.00093417,0.0498,0.0496,-2.14,-2.8941,0.71327,0.70089,2.0916,0.00032341,0.0561,-0.0195,-0.0253
2,1,4.1168,-0.00063417,0.0495,0.0498,-2.9659,2.7032,0.88897,0.45796,1.7416,-0.00010911,0.0494,-0.0261,-0.0316
2,1,4.1691,-0.0010342,0.0523,0.0519,3.0829,2.3376,0.98759,0.15707,-3.0719,-0.00025288,0.0463,-0.0232,-0.0291
2,1,4.2191,-3.4167e-05,0.05,0.051,-2.5493,3.0662,0.98932,-0.14575,-1.3204,-9.8305e-06,0.05,-0.0195,-0.0244
2,1,4.2703,6.5833e-05,0.0512,0.0513,-2.3798,-2.979,0.89714,-0.44176,-2.5678,-0.00018092,0.0507,-0.0183,-0.0231
2,1,4.3214,-0.00013417,0.0511,0.0509,-2.0801,-2.6892,0.71914,-0.69487,-1.3455,-0.00012825,0.0545,-0.0179,-0.0229
2,1,4.3723,0.00016583,0.0509,0.0512,-2.5326,-3.0792,0.47336,-0.88087,1.09,-0.0001547,0.0548,-0.0215,-0.0262
